	file_origin	file_target	condition pair count	total pair count	%	cosine(avg)	pearsonr(avg)	spearman(avg)	cosine(max)	pearsonr(max)	spearman(max)
0	desloratadine.csv	CAY-10415.csv	0	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	desloratadine.csv	doxercalciferol.csv	0	255	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	desloratadine.csv	BRD-K98042112.csv	0	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	desloratadine.csv	BRD-K41172353.csv	0	180	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	desloratadine.csv	PP242.csv	0	90	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	desloratadine.csv	BRD-K93123387.csv	0	90	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	desloratadine.csv	BRD-K61242280.csv	0	45	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	desloratadine.csv	BRD-K00801367.csv	0	60	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	desloratadine.csv	BRD-K11901011.csv	0	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	desloratadine.csv	BRD-K11880555.csv	0	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	desloratadine.csv	BRD-K46815273.csv	0	75	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	desloratadine.csv	BRD-K96708215.csv	0	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	desloratadine.csv	BRD-K73722380.csv	0	75	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	desloratadine.csv	BRD-K06062006.csv	0	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	desloratadine.csv	BRD-K75984692.csv	0	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	desloratadine.csv	BRD-K03272554.csv	0	75	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	desloratadine.csv	pranlukast.csv	0	60	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	desloratadine.csv	BRD-K00754679.csv	0	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	desloratadine.csv	BRD-K90505752.csv	0	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	desloratadine.csv	BRD-K82824976.csv	0	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
