	file_origin	file_target	condition pair count	total pair count	%	cosine(avg)	pearsonr(avg)	spearman(avg)	cosine(max)	pearsonr(max)	spearman(max)
0	BRD-K26815099.csv	BRD-K89595887.csv	0	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	BRD-K26815099.csv	BRD-A69421747.csv	0	156	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	BRD-K26815099.csv	BRD-K22657795.csv	0	72	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	BRD-K26815099.csv	BRD-K06956503.csv	0	180	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	BRD-K26815099.csv	BRD-K88700643.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	BRD-K26815099.csv	BRD-K58034811.csv	0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	BRD-K26815099.csv	BRD-K28589277.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	BRD-K26815099.csv	BRD-K07817703.csv	0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	BRD-K26815099.csv	BRD-K25006240.csv	0	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	BRD-K26815099.csv	BRD-K76005262.csv	0	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	BRD-K26815099.csv	BRD-K37081092.csv	0	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	BRD-K26815099.csv	BRD-K22324798.csv	0	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	BRD-K26815099.csv	KU-C104123.csv	0	156	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	BRD-K26815099.csv	AT-SUMO-1.csv	0	216	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	BRD-K26815099.csv	BRD-K65715788.csv	0	72	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	BRD-K26815099.csv	BRD-K01615361.csv	0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	BRD-K26815099.csv	arcyriaflavin-a.csv	0	276	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	BRD-K26815099.csv	SC-9.csv	0	228	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	BRD-K26815099.csv	BRD-K78380744.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	BRD-K26815099.csv	BD-1008.csv	0	228	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	BRD-K26815099.csv	BRD-K98463649.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	BRD-K26815099.csv	BRD-K33909884.csv	0	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	BRD-K26815099.csv	BRD-K91684468.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23	BRD-K26815099.csv	nitrofural.csv	0	228	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	BRD-K26815099.csv	BRD-K91775327.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	BRD-K26815099.csv	BRD-K43460092.csv	0	60	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26	BRD-K26815099.csv	BRD-K20758354.csv	0	72	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	BRD-K26815099.csv	BRD-K92978187.csv	0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	BRD-K26815099.csv	apicidin.csv	0	1116	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	BRD-K26815099.csv	BRD-K41652832.csv	0	132	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	BRD-K26815099.csv	BG-1029.csv	0	72	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	BRD-K26815099.csv	BRD-K85079349.csv	0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	BRD-K26815099.csv	BRD-K00913793.csv	0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	BRD-K26815099.csv	BRD-K92659956.csv	0	72	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	BRD-K26815099.csv	BRD-K04753511.csv	0	60	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	BRD-K26815099.csv	BRD-K99927461.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	BRD-K26815099.csv	BRD-K75633187.csv	0	84	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	BRD-K26815099.csv	BRD-K47131467.csv	0	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	BRD-K26815099.csv	fexaramine.csv	0	228	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	BRD-K26815099.csv	BRD-K36596997.csv	0	84	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	BRD-K26815099.csv	r(-)-propylnorapomorphine.csv	0	276	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	BRD-K26815099.csv	BRD-K75707803.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	BRD-K26815099.csv	BRD-K75938736.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	BRD-K26815099.csv	vinblastine.csv	0	732	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	BRD-K26815099.csv	BRD-K20032655.csv	0	360	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	BRD-K26815099.csv	BRD-K92981876.csv	0	156	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	BRD-K26815099.csv	BRD-K44978017.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	BRD-K26815099.csv	nomifensine.csv	0	168	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	BRD-K26815099.csv	BRD-K03864628.csv	0	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49	BRD-K26815099.csv	BRD-K74260000.csv	0	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	BRD-K26815099.csv	BRD-K06574200.csv	0	504	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51	BRD-K26815099.csv	BRD-K24199200.csv	0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	BRD-K26815099.csv	BRD-K05733208.csv	0	60	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	BRD-K26815099.csv	BRD-K66634822.csv	24	288	0.0833333333333	0.0803565805171	0.0799504200248	0.0458427107986	0.399392105175	0.403164892937	0.472519598561
54	BRD-K26815099.csv	BRD-K66226084.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	BRD-K26815099.csv	BRD-K48710616.csv	0	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56	BRD-K26815099.csv	glafenine.csv	0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	BRD-K26815099.csv	BRD-K63948704.csv	0	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58	BRD-K26815099.csv	BRD-K34799054.csv	0	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59	BRD-K26815099.csv	BRD-K15950605.csv	0	72	0.0	0.0	0.0	0.0	0.0	0.0	0.0
60	BRD-K26815099.csv	alfaxalone.csv	0	228	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61	BRD-K26815099.csv	BRD-K42156657.csv	0	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62	BRD-K26815099.csv	BRD-K19876534.csv	0	732	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	BRD-K26815099.csv	chlormezanone.csv	0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	BRD-K26815099.csv	fendiline.csv	0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0
