	file_origin	file_target	condition pair count	total pair count	%	cosine(avg)	pearsonr(avg)	spearman(avg)	cosine(max)	pearsonr(max)	spearman(max)
0	tremulacin.csv	BRD-K99335646.csv	0	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	tremulacin.csv	tetrindole.csv	0	195	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	tremulacin.csv	BRD-K85359245.csv	0	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	tremulacin.csv	BRD-K64409112.csv	0	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	tremulacin.csv	sertaconazole.csv	0	299	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	tremulacin.csv	BRD-K01975855.csv	0	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	tremulacin.csv	BRD-M36167927.csv	0	78	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	tremulacin.csv	BRD-K60212338.csv	0	169	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	tremulacin.csv	BRD-K16128171.csv	0	52	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	tremulacin.csv	BRD-K14374193.csv	0	52	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	tremulacin.csv	BRD-K44098776.csv	0	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	tremulacin.csv	clofazimine.csv	0	182	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	tremulacin.csv	BRD-K85774994.csv	0	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	tremulacin.csv	BRD-K87634799.csv	0	52	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	tremulacin.csv	BRD-K56950192.csv	0	78	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	tremulacin.csv	CVF-SUMO-7.csv	0	143	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	tremulacin.csv	BRD-K84715825.csv	0	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	tremulacin.csv	BRD-K31671785.csv	0	52	0.0	0.0	0.0	0.0	0.0	0.0	0.0
